PRODUCT,SALESYEAR,LIFECYCLE,STATE,RELEASE_YEAR,DISEASE_RESISTANCE,INSECT_RESISTANCE,PROTECTION,DROUGHT_TOLERANCE,BRITTLE_STALK,PLANT_HEIGHT,RELATIVE_MATURITY,UNITS
P83,2025,INTRODUCTION,Illinois,2023,1,0,1,4,5,2,4,9.7
P87,2025,PHASEOUT,Illinois,2020,0,0,1,2,4,3,4,5.2
P96,2025,ESTABLISHED,Illinois,2021,0,0,1,2,4,3,4,35.7
P101,2025,INTRODUCTION,Illinois,2023,1,0,1,4,5,2,4,2.6
P110,2025,PHASEOUT,Illinois,2018,0,0,1,3,4,3,4,1.1
P120,2025,PHASEOUT,Illinois,2021,0,0,1,3,4,3,4,5.7
P124,2025,PHASEOUT,Illinois,2019,0,0,1,3,4,1,4,2.8
P125,2025,PHASEOUT,Illinois,2019,0,0,1,3,4,1,4,1.4
P127,2025,PHASEOUT,Illinois,2013,0,0,1,2,3,3,4,1.5
P131,2025,EXPANSION,Illinois,2022,0,0,1,3,3,3,4,25.8
P134,2025,ESTABLISHED,Illinois,2020,0,0,1,2,2,3,4,32.5
P141,2025,PHASEOUT,Illinois,2020,0,0,1,2,4,3,4,11
P146,2025,EXPANSION,Illinois,2022,0,0,1,4,4,2,4,2
P151,2025,PHASEOUT,Illinois,2022,0,0,1,5,4,3,4,1.4
P154,2025,INTRODUCTION,Illinois,2023,1,0,1,4,4,3,4,1.3
P155,2025,PHASEOUT,Illinois,2019,0,0,1,2,4,3,4,0.2
P164,2025,INTRODUCTION,Illinois,2023,1,0,1,3,4,3,4,13.9
P166,2025,INTRODUCTION,Illinois,2023,1,0,1,3,4,3,4,16.5
P184,2025,EXPANSION,Illinois,2022,0,0,1,2,3,2,4,25.3
P189,2025,PHASEOUT,Illinois,2021,0,0,1,1,3,3,4,0.4
P191,2025,INTRODUCTION,Illinois,2023,0,0,0,2,3,4,4,0.6
P192,2025,PHASEOUT,Illinois,2019,0,0,1,5,4,3,4,0.1
P198,2025,PHASEOUT,Illinois,2022,0,0,1,4,4,2,4,8.3
P201,2025,PHASEOUT,Illinois,2019,0,0,1,3,4,3,4,0
P202,2025,PHASEOUT,Illinois,2021,0,1,1,2,3,3,4,0.3
P207,2025,INTRODUCTION,Illinois,2023,1,0,1,4,4,2,4,8
P209,2025,PHASEOUT,Illinois,2020,0,0,1,1,4,4,4,0
P211,2025,ESTABLISHED,Illinois,2021,0,1,1,3,4,3,4,55.7
P50,2021,ESTABLISHED,Illinois,2014,0,0,1,5,4,1,3,0
P60,2021,EXPANSION,Illinois,2018,0,0,1,4,2,2,4,0.3
P61,2021,EXPANSION,Illinois,2018,0,0,1,4,2,2,4,2.2
P73,2021,PHASEOUT,Illinois,2014,0,0,1,,,,4,0
P84,2021,INTRODUCTION,Illinois,2019,0,0,1,2,3,4,4,0.2
P86,2021,PHASEOUT,Illinois,2017,0,0,1,3,4,2,4,0.3
P90,2021,ESTABLISHED,Illinois,2017,0,0,1,3,5,4,4,0.8
P99,2021,PHASEOUT,Illinois,2017,0,0,1,3,4,2,4,0.1
P102,2021,ESTABLISHED,Illinois,2018,0,0,1,3,4,4,4,16
P107,2021,PHASEOUT,Illinois,2017,0,0,1,3,3,2,4,0.8
P109,2021,EXPANSION,Illinois,2018,0,0,1,2,4,3,4,4.6
P110,2021,EXPANSION,Illinois,2018,0,0,1,3,4,3,4,20.3
P111,2021,INTRODUCTION,Illinois,2019,0,0,1,1,4,3,4,0.1
P118,2021,PHASEOUT,Illinois,2012,0,0,1,5,5,2,4,0.3
P122,2021,ESTABLISHED,Illinois,2018,0,0,1,,,,4,2
P124,2021,INTRODUCTION,Illinois,2019,0,0,1,3,4,1,4,1.9
P125,2021,INTRODUCTION,Illinois,2019,0,0,1,3,4,1,4,4.6
P127,2021,EXPANSION,Illinois,2013,0,0,1,2,3,3,4,28.4
P128,2021,PHASEOUT,Illinois,2013,0,0,1,2,3,3,4,0.2
P132,2021,INTRODUCTION,Illinois,2019,0,0,1,2,3,2,4,0.2
P139,2021,PHASEOUT,Illinois,2013,0,0,1,2,5,3,4,0
P145,2021,ESTABLISHED,Illinois,2017,0,0,1,,,,4,21.1
P153,2021,PHASEOUT,Illinois,2016,0,0,1,2,3,4,4,3.2
P155,2021,INTRODUCTION,Illinois,2019,0,0,1,2,4,3,4,16.3
P156,2021,PHASEOUT,Illinois,2016,0,0,1,2,5,2,4,1.6
P158,2021,PHASEOUT,Illinois,2016,0,0,1,2,5,2,4,0
P167,2021,ESTABLISHED,Illinois,2018,0,0,1,4,4,4,4,7.5
P181,2021,PHASEOUT,Illinois,2017,0,0,1,3,3,3,4,4
P192,2021,INTRODUCTION,Illinois,2019,0,0,1,5,4,3,4,0.6
P193,2021,EXPANSION,Illinois,2017,0,0,1,2,5,3,4,2.7
P194,2021,ESTABLISHED,Illinois,2018,0,0,1,2,5,3,4,2.9
P201,2021,INTRODUCTION,Illinois,2019,0,0,1,3,4,3,4,0
P221,2021,EXPANSION,Illinois,2017,0,0,1,3,3,4,5,0.2
P224,2021,PHASEOUT,Illinois,2016,0,0,1,3,4,2,5,0.5
P228,2021,EXPANSION,Illinois,2018,0,0,1,3,3,4,5,0.3
P230,2021,INTRODUCTION,Illinois,2019,0,0,1,3,5,3,5,0
P233,2021,ESTABLISHED,Illinois,2017,0,0,1,2,5,5,5,0.3
P37,2022,INTRODUCTION,Illinois,2020,0,0,1,5,4,4,3,0
P47,2022,PHASEOUT,Illinois,2016,0,0,1,5,2,1,3,0
P49,2022,PHASEOUT,Illinois,2014,0,0,1,5,4,1,3,0
P59,2022,INTRODUCTION,Illinois,2020,0,0,0,4,2,2,4,0.1
P60,2022,EXPANSION,Illinois,2018,0,0,1,4,2,2,4,0.6
P61,2022,EXPANSION,Illinois,2018,0,0,1,4,2,2,4,1.6
P63,2022,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,0.1
P81,2022,INTRODUCTION,Illinois,2020,0,0,0,3,4,3,4,0.1
P82,2022,INTRODUCTION,Illinois,2020,0,0,1,3,4,3,4,6.3
P84,2022,EXPANSION,Illinois,2019,0,0,1,2,3,4,4,0.3
P86,2022,PHASEOUT,Illinois,2017,0,0,1,3,4,2,4,0
P87,2022,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,3.1
P88,2022,INTRODUCTION,Illinois,2020,0,1,1,2,4,3,4,1.2
P90,2022,ESTABLISHED,Illinois,2017,0,0,1,3,5,4,4,0.8
P93,2022,INTRODUCTION,Illinois,2020,0,0,1,5,3,3,4,0.3
P102,2022,PHASEOUT,Illinois,2018,0,0,1,3,4,4,4,6.1
P107,2022,ESTABLISHED,Illinois,2017,0,0,1,3,3,2,4,0.1
P109,2022,ESTABLISHED,Illinois,2018,0,0,1,2,4,3,4,2.7
P110,2022,ESTABLISHED,Illinois,2018,0,0,1,3,4,3,4,12.3
P115,2022,INTRODUCTION,Illinois,2020,0,0,1,2,2,2,4,5.7
P122,2022,PHASEOUT,Illinois,2018,0,0,1,,,,4,0.5
P123,2022,INTRODUCTION,Illinois,2020,0,0,0,3,4,1,4,2
P124,2022,EXPANSION,Illinois,2019,0,0,1,3,4,1,4,12.5
P125,2022,EXPANSION,Illinois,2019,0,0,1,3,4,1,4,6.2
P127,2022,PHASEOUT,Illinois,2013,0,0,1,2,3,3,4,20
P129,2022,PHASEOUT,Illinois,2014,0,0,0,2,3,3,4,0
P134,2022,INTRODUCTION,Illinois,2020,0,0,1,2,2,3,4,6.4
P141,2022,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,1.8
P143,2022,INTRODUCTION,Illinois,2020,0,0,1,2,3,3,4,0.2
P145,2022,PHASEOUT,Illinois,2017,0,0,1,,,,4,8.3
P147,2022,INTRODUCTION,Illinois,2019,0,0,1,2,4,4,4,0.7
P153,2022,PHASEOUT,Illinois,2016,0,0,1,2,3,4,4,1.7
P155,2022,EXPANSION,Illinois,2019,0,0,1,2,4,3,4,36.6
P156,2022,PHASEOUT,Illinois,2016,0,0,1,2,5,2,4,0.7
P167,2022,ESTABLISHED,Illinois,2018,0,0,1,4,4,4,4,2.8
P177,2022,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,0
P181,2022,PHASEOUT,Illinois,2017,0,0,1,3,3,3,4,0.6
P192,2022,EXPANSION,Illinois,2019,0,0,1,5,4,3,4,0.9
P193,2022,EXPANSION,Illinois,2017,0,0,1,2,5,3,4,4.3
P195,2022,INTRODUCTION,Illinois,2020,0,0,1,2,5,3,4,0.6
P204,2022,INTRODUCTION,Illinois,2020,0,0,1,2,2,2,4,0.2
P209,2022,INTRODUCTION,Illinois,2020,0,0,1,1,4,4,4,0
P221,2022,ESTABLISHED,Illinois,2017,0,0,1,3,3,4,5,0.1
P224,2022,PHASEOUT,Illinois,2016,0,0,1,3,4,2,5,0.4
P228,2022,PHASEOUT,Illinois,2018,0,0,1,3,3,4,5,0.1
P233,2022,PHASEOUT,Illinois,2017,0,0,1,2,5,5,5,0.1
P23,2023,PHASEOUT,Illinois,2016,0,0,1,5,2,1,3,0
P59,2023,INTRODUCTION,Illinois,2020,0,0,0,4,2,2,4,0.1
P60,2023,EXPANSION,Illinois,2018,0,0,1,4,2,2,4,0.3
P61,2023,EXPANSION,Illinois,2018,0,0,1,4,2,2,4,0.4
P81,2023,INTRODUCTION,Illinois,2020,0,0,0,3,4,3,4,1.4
P82,2023,INTRODUCTION,Illinois,2020,0,0,1,3,4,3,4,8.2
P87,2023,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,28.7
P90,2023,ESTABLISHED,Illinois,2017,0,0,1,3,5,4,4,0.1
P93,2023,INTRODUCTION,Illinois,2020,0,0,1,5,3,3,4,0
P102,2023,PHASEOUT,Illinois,2018,0,0,1,3,4,4,4,1.2
P109,2023,ESTABLISHED,Illinois,2018,0,0,1,2,4,3,4,0.1
P110,2023,ESTABLISHED,Illinois,2018,0,0,1,3,4,3,4,2.8
P115,2023,INTRODUCTION,Illinois,2020,0,0,1,2,2,2,4,22.7
P123,2023,INTRODUCTION,Illinois,2020,0,0,0,3,4,1,4,1.5
P124,2023,EXPANSION,Illinois,2019,0,0,1,3,4,1,4,4.9
P125,2023,EXPANSION,Illinois,2019,0,0,1,3,4,1,4,2.6
P127,2023,PHASEOUT,Illinois,2013,0,0,1,2,3,3,4,3.1
P134,2023,INTRODUCTION,Illinois,2020,0,0,1,2,2,3,4,27.5
P141,2023,INTRODUCTION,Illinois,2020,0,0,1,2,4,3,4,13.7
P143,2023,INTRODUCTION,Illinois,2020,0,0,1,2,3,3,4,0
P155,2023,EXPANSION,Illinois,2019,0,0,1,2,4,3,4,18.3
P156,2023,PHASEOUT,Illinois,2016,0,0,1,2,5,2,4,0.2
P167,2023,ESTABLISHED,Illinois,2018,0,0,1,4,4,4,4,1
P192,2023,EXPANSION,Illinois,2019,0,0,1,5,4,3,4,1.8
P193,2023,EXPANSION,Illinois,2017,0,0,1,2,5,3,4,0.9
P195,2023,INTRODUCTION,Illinois,2020,0,0,1,2,5,3,4,0.3
P204,2023,INTRODUCTION,Illinois,2020,0,0,1,2,2,2,4,0.1
P209,2023,INTRODUCTION,Illinois,2020,0,0,1,1,4,4,4,0.2
P233,2023,PHASEOUT,Illinois,2017,0,0,1,2,5,5,5,0
P11,2024,ESTABLISHED,Illinois,2018,0,0,1,4,4,2,3,0
P43,2024,EXPANSION,Illinois,2021,0,0,1,2,4,3,3,0.1
P60,2024,ESTABLISHED,Illinois,2018,0,0,1,4,2,2,4,0.1
P61,2024,ESTABLISHED,Illinois,2018,0,0,1,4,2,2,4,0.1
P69,2024,INTRODUCTION,Illinois,2022,0,0,1,4,4,3,4,0.1
P76,2024,ESTABLISHED,Illinois,2021,0,0,1,3,5,3,4,0.4
P82,2024,ESTABLISHED,Illinois,2020,0,0,1,3,4,3,4,4.2
P87,2024,ESTABLISHED,Illinois,2020,0,0,1,2,4,3,4,12
P96,2024,EXPANSION,Illinois,2021,0,0,1,2,4,3,4,28.8
P97,2024,INTRODUCTION,Illinois,2022,0,0,1,2,4,3,4,10.3
P102,2024,PHASEOUT,Illinois,2018,0,0,1,3,4,4,4,0.3
P110,2024,EXPANSION,Illinois,2018,0,0,1,3,4,3,4,0.8
P115,2024,ESTABLISHED,Illinois,2020,0,0,1,2,2,2,4,11
P120,2024,EXPANSION,Illinois,2021,0,0,1,3,4,3,4,1.4
P121,2024,ESTABLISHED,Illinois,2021,0,0,1,3,4,2,4,1
P124,2024,PHASEOUT,Illinois,2019,0,0,1,3,4,1,4,0.2
P125,2024,ESTABLISHED,Illinois,2019,0,0,1,3,4,1,4,0.5
P127,2024,PHASEOUT,Illinois,2013,0,0,1,2,3,3,4,0.3
P131,2024,INTRODUCTION,Illinois,2022,0,0,1,3,3,3,4,2.3
P134,2024,ESTABLISHED,Illinois,2020,0,0,1,2,2,3,4,38
P141,2024,ESTABLISHED,Illinois,2020,0,0,1,2,4,3,4,8.3
P146,2024,INTRODUCTION,Illinois,2022,0,0,1,4,4,2,4,4.5
P149,2024,INTRODUCTION,Illinois,2022,0,0,0,2,3,3,4,2.2
P151,2024,INTRODUCTION,Illinois,2022,0,0,1,5,4,3,4,0.1
P155,2024,PHASEOUT,Illinois,2019,0,0,1,2,4,3,4,3.9
P183,2024,INTRODUCTION,Illinois,2022,0,0,1,2,3,2,4,0
P184,2024,INTRODUCTION,Illinois,2022,0,0,1,2,3,2,4,10.6
P189,2024,EXPANSION,Illinois,2021,0,0,1,1,3,3,4,0.2
P192,2024,ESTABLISHED,Illinois,2019,0,0,1,5,4,3,4,0.9
P193,2024,PHASEOUT,Illinois,2017,0,0,1,2,5,3,4,0
P198,2024,INTRODUCTION,Illinois,2022,0,0,1,4,4,2,4,1.5
P202,2024,EXPANSION,Illinois,2021,0,1,1,2,3,3,4,0.8
P209,2024,ESTABLISHED,Illinois,2020,0,0,1,1,4,4,4,0
P211,2024,EXPANSION,Illinois,2021,0,1,1,3,4,3,4,29.1
P297,2024,PHASEOUT,Illinois,2017,0,0,1,3,5,3,3,0
P11,2025,PHASEOUT,Illinois,2018,0,0,1,4,4,2,3,0
P43,2025,PHASEOUT,Illinois,2021,0,0,1,2,4,3,3,0.1
P76,2025,PHASEOUT,Illinois,2021,0,0,1,3,5,3,4,0.2
P82,2025,PHASEOUT,Illinois,2020,0,0,1,3,4,3,4,2.7
P83,2025,INTRODUCTION,Illinois,2023,1,0,1,4,5,2,4,1.7
P87,2025,PHASEOUT,Illinois,2020,0,0,1,2,4,3,4,5.7
P96,2025,ESTABLISHED,Illinois,2021,0,0,1,2,4,3,4,22.7
P97,2025,PHASEOUT,Illinois,2022,0,0,1,2,4,3,4,1.1
P102,2025,PHASEOUT,Illinois,2018,0,0,1,3,4,4,4,0.2
P110,2025,PHASEOUT,Illinois,2018,0,0,1,3,4,3,4,0
P115,2025,PHASEOUT,Illinois,2020,0,0,1,2,2,2,4,2.2
P120,2025,PHASEOUT,Illinois,2021,0,0,1,3,4,3,4,0.7
P121,2025,PHASEOUT,Illinois,2021,0,0,1,3,4,2,4,0.5
P124,2025,ESTABLISHED,Illinois,2019,0,0,1,3,4,1,4,0.1
P125,2025,PHASEOUT,Illinois,2019,0,0,1,3,4,1,4,0.1
P127,2025,PHASEOUT,Illinois,2013,0,0,1,2,3,3,4,0.1
P131,2025,EXPANSION,Illinois,2022,0,0,1,3,3,3,4,6.6
P134,2025,ESTABLISHED,Illinois,2020,0,0,1,2,2,3,4,40
P141,2025,PHASEOUT,Illinois,2020,0,0,1,2,4,3,4,2
P146,2025,EXPANSION,Illinois,2022,0,0,1,4,4,2,4,6.2
P151,2025,ESTABLISHED,Illinois,2022,0,0,1,5,4,3,4,0.3
P155,2025,PHASEOUT,Illinois,2019,0,0,1,2,4,3,4,1.1
P164,2025,INTRODUCTION,Illinois,2023,1,0,1,3,4,3,4,12.7
P166,2025,INTRODUCTION,Illinois,2023,1,0,1,3,4,3,4,7.6
P171,2025,INTRODUCTION,Illinois,2023,0,0,1,5,5,2,4,0.1
P183,2025,EXPANSION,Illinois,2022,0,0,1,2,3,2,4,0.1
P184,2025,EXPANSION,Illinois,2022,0,0,1,2,3,2,4,18.8
P189,2025,EXPANSION,Illinois,2021,0,0,1,1,3,3,4,0
P191,2025,INTRODUCTION,Illinois,2023,0,0,0,2,3,4,4,1.6
P192,2025,PHASEOUT,Illinois,2019,0,0,1,5,4,3,4,0.2
P198,2025,PHASEOUT,Illinois,2022,0,0,1,4,4,2,4,2.3
P202,2025,ESTABLISHED,Illinois,2021,0,1,1,2,3,3,4,1.8
P207,2025,INTRODUCTION,Illinois,2023,1,0,1,4,4,2,4,11.9
P209,2025,PHASEOUT,Illinois,2020,0,0,1,1,4,4,4,0
P211,2025,ESTABLISHED,Illinois,2021,0,1,1,3,4,3,4,47.6
P245,2025,INTRODUCTION,Illinois,2023,1,0,1,2,4,1,1,0
P1,2021,PHASEOUT,NewYork,2006,0,0,0,1,4,5,4,1.3
P3,2021,PHASEOUT,NewYork,2007,0,0,0,4,4,2,3,3.4
P4,2021,PHASEOUT,NewYork,2007,0,0,0,3,2,4,2,3.2
P6,2021,ESTABLISHED,NewYork,2018,0,0,1,2,3,2,3,3.2
P11,2021,EXPANSION,NewYork,2018,0,0,1,4,4,2,3,5.4
P12,2021,ESTABLISHED,NewYork,2018,0,0,1,4,4,2,3,4.5
P14,2021,EXPANSION,NewYork,2013,0,0,1,5,3,1,3,4.7
P15,2021,ESTABLISHED,NewYork,2015,0,0,1,5,3,1,3,3.1
P16,2021,PHASEOUT,NewYork,2013,0,0,0,5,3,1,3,0.6
P17,2021,PHASEOUT,NewYork,2012,0,0,1,3,3,4,3,0.3
P20,2021,ESTABLISHED,NewYork,2014,0,0,1,3,3,3,3,9.3
P22,2021,PHASEOUT,NewYork,2016,0,0,1,5,2,1,3,3.6
P23,2021,ESTABLISHED,NewYork,2016,0,0,1,5,2,1,3,2.3
P25,2021,ESTABLISHED,NewYork,2014,0,0,1,5,3,1,3,0
P31,2021,PHASEOUT,NewYork,2016,0,0,1,4,3,4,3,4.5
P34,2021,INTRODUCTION,NewYork,2019,0,0,1,2,3,3,3,0.1
P39,2021,ESTABLISHED,NewYork,2013,0,0,1,5,4,3,3,1
P47,2021,PHASEOUT,NewYork,2016,0,0,1,5,2,1,3,0.1
P48,2021,PHASEOUT,NewYork,2016,0,0,1,5,2,1,3,0
P58,2021,PHASEOUT,NewYork,2016,0,0,1,3,3,2,4,0
P60,2021,ESTABLISHED,NewYork,2018,0,0,1,4,2,2,4,0.1
P61,2021,EXPANSION,NewYork,2018,0,0,1,4,2,2,4,0.1
P65,2021,ESTABLISHED,NewYork,2016,0,0,1,1,1,5,4,1.5
P68,2021,INTRODUCTION,NewYork,2019,0,0,1,2,3,3,4,0.2
P70,2021,PHASEOUT,NewYork,2018,0,0,1,2,2,3,4,1.9
P74,2021,ESTABLISHED,NewYork,2014,0,0,1,4,1,1,4,4.8
P80,2021,PHASEOUT,NewYork,2014,0,0,1,2,4,5,4,1.5
P84,2021,INTRODUCTION,NewYork,2019,0,0,1,2,3,4,4,0
P85,2021,INTRODUCTION,NewYork,2019,0,0,1,2,5,4,4,1.9
P89,2021,EXPANSION,NewYork,2018,0,0,1,2,5,3,4,0
P102,2021,PHASEOUT,NewYork,2018,0,0,1,3,4,4,4,0.2
P105,2021,EXPANSION,NewYork,2018,0,0,1,5,4,3,4,0
P106,2021,PHASEOUT,NewYork,2018,0,0,1,5,4,3,4,0.9
P127,2021,ESTABLISHED,NewYork,2013,0,0,1,2,3,3,4,0.2
P129,2021,EXPANSION,NewYork,2014,0,0,0,2,3,3,4,0.1
P142,2021,PHASEOUT,NewYork,2017,0,0,1,,,,4,0.2
P158,2021,PHASEOUT,NewYork,2016,0,0,1,2,5,2,4,0.1
P169,2021,INTRODUCTION,NewYork,2019,0,0,1,4,4,4,4,1.2
P179,2021,PHASEOUT,NewYork,2018,0,0,1,4,4,4,4,0.3
P180,2021,PHASEOUT,NewYork,2016,0,0,1,2,2,5,4,0
P186,2021,PHASEOUT,NewYork,2012,0,0,1,,,,4,1.1
P187,2021,INTRODUCTION,NewYork,2019,0,0,1,3,1,3,4,0
P201,2021,INTRODUCTION,NewYork,2019,0,0,1,3,4,3,4,0
P232,2021,PHASEOUT,NewYork,2012,0,0,1,2,5,5,5,0.2
P238,2021,EXPANSION,NewYork,2018,0,0,1,3,3,1,1,0.4
P241,2021,PHASEOUT,NewYork,2016,0,0,0,3,4,1,1,0.2
P246,2021,EXPANSION,NewYork,2016,0,0,1,3,4,1,1,0.2
P249,2021,PHASEOUT,NewYork,2012,0,0,1,,,,1,0.1
P253,2021,PHASEOUT,NewYork,2018,0,0,1,2,5,1,1,0
P257,2021,EXPANSION,NewYork,2016,0,0,1,2,2,1,2,0.6
P259,2021,PHASEOUT,NewYork,2018,0,0,1,2,4,1,2,0.2
P260,2021,PHASEOUT,NewYork,2018,0,0,1,2,4,1,2,0.3
P262,2021,INTRODUCTION,NewYork,2019,0,0,1,3,2,2,2,1.9
P264,2021,PHASEOUT,NewYork,2008,0,0,0,3,3,4,2,0.2
P266,2021,PHASEOUT,NewYork,2013,0,0,1,4,3,3,2,1.7
P267,2021,EXPANSION,NewYork,2016,0,0,1,4,4,1,2,0.4
P271,2021,INTRODUCTION,NewYork,2019,0,0,1,2,2,2,2,2.4
P274,2021,EXPANSION,NewYork,2018,0,0,1,2,5,1,2,1.4
P275,2021,EXPANSION,NewYork,2018,0,0,1,2,5,1,2,0
P281,2021,EXPANSION,NewYork,2013,0,0,1,3,3,1,2,1.8
P282,2021,ESTABLISHED,NewYork,2017,0,0,1,3,3,1,2,4.3
P283,2021,PHASEOUT,NewYork,2015,0,0,0,3,3,1,2,1.9
P288,2021,INTRODUCTION,NewYork,2019,0,0,1,2,1,3,2,1.8
P290,2021,INTRODUCTION,NewYork,2019,0,0,1,2,4,3,2,5.4
P291,2021,INTRODUCTION,NewYork,2019,0,0,1,2,4,3,2,0
P292,2021,PHASEOUT,NewYork,2016,0,0,1,2,3,4,2,1.3
P293,2021,ESTABLISHED,NewYork,2017,0,0,1,3,2,3,2,2.5
P297,2021,ESTABLISHED,NewYork,2017,0,0,1,3,5,3,3,12.6
P299,2021,INTRODUCTION,NewYork,2019,0,0,1,2,4,3,3,0
P305,2021,EXPANSION,NewYork,2016,0,0,1,3,2,2,3,5.7
P306,2021,ESTABLISHED,NewYork,2017,0,0,1,3,2,2,3,7.4
P307,2021,PHASEOUT,NewYork,2017,0,0,0,3,2,2,3,2.8
P309,2021,PHASEOUT,NewYork,2016,0,0,1,3,5,2,3,0
P318,2021,ESTABLISHED,NewYork,2013,0,0,1,2,4,3,3,6.9
P322,2021,PHASEOUT,NewYork,2014,0,0,1,3,2,1,3,0.4
P323,2021,PHASEOUT,NewYork,2016,0,0,1,3,2,1,3,2.3
P329,2021,PHASEOUT,NewYork,2018,0,0,1,3,4,1,3,3.7
P333,2021,ESTABLISHED,NewYork,2018,0,0,1,3,4,1,3,1.4
P336,2021,EXPANSION,NewYork,2016,0,0,1,5,3,1,3,6.5
P337,2021,EXPANSION,NewYork,2016,0,0,1,5,3,1,3,7.7
P338,2021,PHASEOUT,NewYork,2017,0,0,0,5,3,1,3,0.4
P1,2022,EXPANSION,NewYork,2006,0,0,0,1,4,5,4,1.4
P3,2022,PHASEOUT,NewYork,2007,0,0,0,4,4,2,3,0.7
P4,2022,PHASEOUT,NewYork,2007,0,0,0,3,2,4,2,0.6
P6,2022,ESTABLISHED,NewYork,2018,0,0,1,2,3,2,3,4
P7,2022,INTRODUCTION,NewYork,2020,0,0,1,5,1,3,3,6
P8,2022,INTRODUCTION,NewYork,2020,0,0,1,5,1,3,3,5.1
P10,2022,INTRODUCTION,NewYork,2020,0,0,0,4,4,2,3,1.8
P11,2022,ESTABLISHED,NewYork,2018,0,0,1,4,4,2,3,6.8
P12,2022,ESTABLISHED,NewYork,2018,0,0,1,4,4,2,3,3.3
P14,2022,ESTABLISHED,NewYork,2013,0,0,1,5,3,1,3,3.3
P15,2022,PHASEOUT,NewYork,2015,0,0,1,5,3,1,3,2
P20,2022,ESTABLISHED,NewYork,2014,0,0,1,3,3,3,3,9.7
P22,2022,ESTABLISHED,NewYork,2016,0,0,1,5,2,1,3,2.4
P23,2022,EXPANSION,NewYork,2016,0,0,1,5,2,1,3,2.2
P25,2022,ESTABLISHED,NewYork,2014,0,0,1,5,3,1,3,0
P29,2022,INTRODUCTION,NewYork,2020,0,0,1,4,4,2,3,0.6
P31,2022,EXPANSION,NewYork,2016,0,0,1,4,3,4,3,3.5
P34,2022,EXPANSION,NewYork,2019,0,0,1,2,3,3,3,0
P37,2022,INTRODUCTION,NewYork,2020,0,0,1,5,4,4,3,0.1
P39,2022,EXPANSION,NewYork,2013,0,0,1,5,4,3,3,0.8
P47,2022,PHASEOUT,NewYork,2016,0,0,1,5,2,1,3,0
P59,2022,INTRODUCTION,NewYork,2020,0,0,0,4,2,2,4,0.5
P63,2022,INTRODUCTION,NewYork,2020,0,0,1,2,4,3,4,1.7
P65,2022,ESTABLISHED,NewYork,2016,0,0,1,1,1,5,4,1.1
P70,2022,EXPANSION,NewYork,2018,0,0,1,2,2,3,4,2.8
P72,2022,INTRODUCTION,NewYork,2020,0,0,1,3,4,4,4,1.5
P74,2022,EXPANSION,NewYork,2014,0,0,1,4,1,1,4,4.1
P77,2022,INTRODUCTION,NewYork,2020,0,0,1,2,4,3,4,0
P80,2022,PHASEOUT,NewYork,2014,0,0,1,2,4,5,4,0.6
P82,2022,INTRODUCTION,NewYork,2020,0,0,1,3,4,3,4,0
P84,2022,EXPANSION,NewYork,2019,0,0,1,2,3,4,4,0.1
P85,2022,ESTABLISHED,NewYork,2019,0,0,1,2,5,4,4,2
P87,2022,INTRODUCTION,NewYork,2020,0,0,1,2,4,3,4,0
P102,2022,PHASEOUT,NewYork,2018,0,0,1,3,4,4,4,0.1
P106,2022,EXPANSION,NewYork,2018,0,0,1,5,4,3,4,1.3
P115,2022,INTRODUCTION,NewYork,2020,0,0,1,2,2,2,4,0
P127,2022,PHASEOUT,NewYork,2013,0,0,1,2,3,3,4,0.2
P129,2022,PHASEOUT,NewYork,2014,0,0,0,2,3,3,4,0.1
P143,2022,INTRODUCTION,NewYork,2020,0,0,1,2,3,3,4,0
P155,2022,EXPANSION,NewYork,2019,0,0,1,2,4,3,4,0.1
P167,2022,ESTABLISHED,NewYork,2018,0,0,1,4,4,4,4,0.1
P169,2022,ESTABLISHED,NewYork,2019,0,0,1,4,4,4,4,1.2
P179,2022,EXPANSION,NewYork,2018,0,0,1,4,4,4,4,0.5
P186,2022,PHASEOUT,NewYork,2012,0,0,1,,,,4,0.3
P187,2022,EXPANSION,NewYork,2019,0,0,1,3,1,3,4,0
P201,2022,EXPANSION,NewYork,2019,0,0,1,3,4,3,4,0.3
P232,2022,PHASEOUT,NewYork,2012,0,0,1,2,5,5,5,0.5
P238,2022,EXPANSION,NewYork,2018,0,0,1,3,3,1,1,0.3
P246,2022,PHASEOUT,NewYork,2016,0,0,1,3,4,1,1,0.3
P248,2022,INTRODUCTION,NewYork,2020,0,0,1,1,3,3,1,0.2
P249,2022,PHASEOUT,NewYork,2012,0,0,1,,,,1,0.4
P251,2022,INTRODUCTION,NewYork,2020,0,0,1,2,3,2,1,0.1
P253,2022,PHASEOUT,NewYork,2018,0,0,1,2,5,1,1,0
P257,2022,PHASEOUT,NewYork,2016,0,0,1,2,2,1,2,0.4
P258,2022,INTRODUCTION,NewYork,2020,0,0,1,2,4,4,2,0.2
P262,2022,ESTABLISHED,NewYork,2019,0,0,1,3,2,2,2,2.1
